noun,zipf,tier,senses,lexfile,register,domain,in_wn30,also_proper_noun,recommended,excluded_because,definition
lipoidaemia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,presence of excess lipids in the blood
lithomancer,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,one who practices lithomancy
loasa,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various perennial South American plants of the genus Loasa having stinging hairs and showy white or yellow or reddish-orange flowers
lobscuse,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,a stew of meat and vegetables and hardtack that is eaten by sailors
logagraphia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a loss of the ability to write or to express thoughts in writing because of a brain lesion
lomatia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various ornamental evergreens of the genus Lomatia having attractive fragrant flowers
longanberry,0.0,OBSCURE,2,noun.plant,BIO,,True,False,False,obscure,tree of southeastern Asia to Australia grown primarily for its sweet edible fruit resembling litchi nuts; sometimes placed in genera Euphorbia or Nephelium
longroot,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,deep-rooted perennial of southeastern United States
luging,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,riding a light one-man toboggan
lumma,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,100 lumma equal 1 dram in Armenia
lungen,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tree of southeastern Asia to Australia grown primarily for its sweet edible fruit resembling litchi nuts; sometimes placed in genera Euphorbia or Nephelium
lyreflower,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,garden plant having deep-pink drooping heart-shaped flowers
lysinemia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,an inborn error of metabolism in which the lack of certain enzymes leads to an inability to metabolize the amino acid lysine; characterized by muscular weakness and mental retardation
macamba,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tropical American feather palm having a swollen spiny trunk and edible nuts
maconnais,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,fine Burgundy wine usually white and dry
macrotus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,large-eared greyish bat of southern California and northwestern Mexico
mahagua,0.0,OBSCURE,2,noun.plant,BIO,,True,False,False,obscure,shrubby tree widely distributed along tropical shores; yields a light tough wood used for canoe outriggers and a fiber used for cordage and caulk; often cultivated for ornament
maiger,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,large European marine food fish
maikoa,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a South American plant that is cultivated for its large fragrant trumpet-shaped flowers
mailsorter,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a sorter for sorting mail according to the address
makagigi,0.0,OBSCURE,1,noun.food,GENERAL,,False,False,False,obscure,cookies made with poppy seeds and honey; traditional Polish Christmas sweet treats.
malahini,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a newcomer to Hawaii
malope,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,western Mediterranean annual having deep purple-red flowers subtended by 3 large cordate bracts
maltwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female maker of malt
mammothermography,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the use of thermography to detect breast tumors (which appear as hot spots)
manduction,0.0,OBSCURE,2,noun.act,GENERAL,,True,False,False,obscure,the act of participating in the celebration of the Eucharist
manglietia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a genus of flowering tree of the family Magnoliaceae found from Malay to southern China
maniraptor,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,advanced carnivorous theropod; regarded as surviving today as living birds
mantichora,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a mythical monster having the head of man (with horns) and the body of a lion and the tail of a scorpion
mantiger,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a mythical monster having the head of man (with horns) and the body of a lion and the tail of a scorpion
marbleisation,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,a texture like that of marble
marbleising,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,a texture like that of marble
marbleizing,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,a texture like that of marble
marumi,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,shrub bearing round-fruited kumquats
marupa,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tree of the Amazon valley yielding a light brittle timber locally regarded as resistant to insect attack
massicotite,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,the mineral form of lead monoxide; in the form of yellow powder it is used as a pigment
mastoidal,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,process of the temporal bone behind the ear at the base of the skull
mastoidale,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,the craniometric point at the lowest point of the mastoid process
matchbush,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several plants of the genus Gutierrezia having tiny flower heads that resemble the heads of matches
matsyendra,0.0,OBSCURE,1,noun.attribute,SPECIAL,Hinduism,True,False,False,obscure,(Hinduism) a religious posture
maxillaria,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of numerous orchids of the genus Maxillaria often cultivated for their large brilliantly colored solitary flowers
maximation,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the act of raising to the highest possible point or condition or position
mayidism,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a disease caused by deficiency of niacin or tryptophan (or by a defect in the metabolic conversion of tryptophan to niacin); characterized by gastrointestinal disturbances and erythema and nervous or mental disorders; may be caused by malnutrition or alcoholism or other nutritional impairments
mealberry,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,evergreen mat-forming shrub of North America and northern Eurasia having small white flowers and red berries; leaves turn red in autumn
mearstone,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,an old term for a landmark that consisted of a pile of stones surmounted by an upright slab
medusan,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,one of two forms that coelenterates take: it is the free-swimming sexual phase in the life cycle of a coelenterate; in this phase it has a gelatinous umbrella-shaped body and tentacles
meerestone,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,an old term for a landmark that consisted of a pile of stones surmounted by an upright slab
megalohepatia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,abnormal enlargement of the liver
megatherian,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,a large extinct ground sloth
melagra,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,rheumatic or myalgic pains in the arms or legs
melosa,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,South American herb with sticky glandular foliage; source of madia oil
merbromine,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a mercurial compound applied topically as an antiseptic; Mercurochrome is the trademark
merobenthos,0.0,OBSCURE,1,noun.animal,BIO,,False,False,False,obscure,benthos consisting of organisms in pre-adult stages that later become adult in the plankton.
mesohippus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,North American three-toed Oligocene animal; probably not directly ancestral to modern horses
mesophyron,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,a smooth prominence of the frontal bone between and above the eyebrows; the most forward projecting point of the forehead in the midline at the level of the supraorbital ridges
metacyesis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,pregnancy resulting from gestation elsewhere than in the uterus
meteortropism,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,an effect of climate on biological processes (as the effect on joint pains etc.)
metroptosis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,prolapse of the uterus
microbrachia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,abnormally small arms
microgliacyte,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,a cell of the microglia that may become phagocytic and collect waste products of nerve tissue
micromicron,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,a metric unit of length equal to one trillionth of a meter
microphoning,0.0,OBSCURE,1,noun.process,GENERAL,,True,False,False,obscure,the transduction of sound waves into electrical waves (by a microphone)
mikagura,0.0,OBSCURE,1,noun.act,GENERAL,,False,False,False,obscure,a type of formal ritual Shinto kagura dance.
milkwagon,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,wagon for delivering milk
millenniumism,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,belief in the Christian doctrine of the millennium mentioned in the Book of Revelations
millettia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several tropical trees or shrubs yielding showy streaked dark reddish or chocolate-colored wood
miltomate,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,Mexican annual naturalized in eastern North America having yellow to purple edible fruit resembling small tomatoes
misdating,0.0,OBSCURE,1,noun.time,GENERAL,,True,False,False,obscure,something located at a time when it could not have existed or occurred
moderationism,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the policy of being moderate or acting with moderation
moksa,0.0,OBSCURE,1,noun.event,SPECIAL,Hinduism,True,False,False,obscure,(Hinduism) release from the cycle of rebirth
moneywoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female person skilled in large scale financial transactions
monggo,0.0,OBSCURE,2,noun.plant,BIO,,False,False,False,obscure,seed of the mung bean plant; used for food
mongolianism,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation
monochromia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,complete color blindness; colors can be differentiated only on the basis of brightness
monotopism,0.0,OBSCURE,1,noun.cognition,GENERAL,,False,False,False,obscure,origin of a systematic group only once (as by mutation) or at a single location.
moonshell,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,marine gastropods having smooth rounded shells that form short spires
moorgame,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,reddish-brown grouse of upland moors of Great Britain
morangoska,0.0,OBSCURE,1,noun.food,GENERAL,,False,False,False,obscure,a Portuguese variation of Caipirinha made using strawberries instead of lime.
mornight,0.0,OBSCURE,1,noun.time,GENERAL,,False,False,False,obscure,"both morning and night, used when greeting someone"
muadhdhin,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,the Muslim official of a mosque who summons the faithful to prayer from a minaret five times a day
mudspringer,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,found in tropical coastal regions of Africa and Asia; able to move on land on strong pectoral fins
mujahadein,0.0,OBSCURE,1,noun.group,SPECIAL,terrorism,True,False,False,obscure,a military force of Muslim guerilla warriors engaged in a jihad
mujahadin,0.0,OBSCURE,1,noun.group,SPECIAL,terrorism,True,False,False,obscure,a military force of Muslim guerilla warriors engaged in a jihad
mujtihad,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,"an Islamic scholar who engages in ijtihad, the effort to derive rules of divine law from Muslim sacred texts"
munggo,0.0,OBSCURE,2,noun.plant,BIO,,False,False,False,obscure,seed of the mung bean plant; used for food
muscadelle,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,wine from muscat grapes
musclebuilder,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,someone who does special exercises to develop a brawny musculature
musclebuilding,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,exercise that builds muscles through tension
mutisia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various plants of the genus Mutisia
mycomycin,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a highly unsaturated antibiotic acid obtained from an actinomycete
myelatelia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,any developmental defect of the spinal cord
myodynia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,pain in a muscle or group of muscles
myofibrilla,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,one of many contractile filaments that make up a striated muscle fiber
mysoandry,0.0,OBSCURE,1,noun.feeling,GENERAL,,False,False,False,obscure,hatred for men or boys
myxobacter,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,bacteria that form colonies in self-produced slime; inhabit moist soils or decaying plant matter or animal waste
nagami,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,shrub bearing oval-fruited kumquats
nammad,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,an embroidered rug made from a coarse Indian felt
nanomia,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,small creatures resembling pieces of fuzzy rope; each with a cluster of swimming bells serving as the head and long elastic tentacles for drawing in prey
napoleoniana,0.0,OBSCURE,1,noun.group,GENERAL,,False,False,False,obscure,"items related to the life of Napoleon (engravings, paintings, books, etc.)."
nauch,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,an intricate traditional dance in India performed by professional dancing girls
nebbech,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,(Yiddish) a timid unfortunate simpleton
neencephalon,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,the part of the brain having the most recent phylogenetic origin; the cerebral cortex and related parts
