noun,start,end,length,name,definition,wikipedia
mono,m,o,4,False,an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream; not highly contagious; some believe it can be transmitted by kissing,
monoamine,m,e,9,False,a molecule containing one amine group (especially one that is a neurotransmitter),
monoblast,m,t,9,False,a large immature monocyte normally found in bone marrow,Monoblasts are the committed progenitor cells that differentiated from a committed macrophage or dendritic cell precursor (MDP) in the process of hematopoiesis.
monocarp,m,p,8,False,a plant that bears fruit once and dies,
monochromacy,m,y,12,False,complete color blindness; colors can be differentiated only on the basis of brightness,"Monochromacy (from Greek mono, meaning ""one"" and chromo, meaning ""color"") is the ability of organisms or machines to perceive only light intensity without respect to spectral composition."
monochromasy,m,y,12,False,complete color blindness; colors can be differentiated only on the basis of brightness,
monochromat,m,t,11,False,a person who is completely color-blind,
monochromatism,m,m,14,False,complete color blindness; colors can be differentiated only on the basis of brightness,
monochrome,m,e,10,False,painting done in a range of tones of a single color,"A monochrome or monochromatic image, object or palette is composed of one color (or values of one color)."
monochromia,m,a,11,False,complete color blindness; colors can be differentiated only on the basis of brightness,
monocle,m,e,7,False,lens for correcting defective vision in one eye; held in place by facial muscles,A monocle is a type of corrective lens used to correct or enhance the visual perception in only one eye.
monocline,m,e,9,False,a geological formation in which all strata are inclined in the same direction,"A monocline (or, rarely, a monoform) is a step-like fold in rock strata consisting of a zone of steeper dip within an otherwise horizontal or gently dipping sequence."
monoclonal,m,l,10,False,any of a class of antibodies produced in the laboratory by a single clone of cells or a cell line and consisting of identical antibody molecules,
monocot,m,t,7,False,a monocotyledonous flowering plant; the stem grows by deposits on its inside,
monocotyledon,m,n,13,False,a monocotyledonous flowering plant; the stem grows by deposits on its inside,"Monocotyledons (), commonly referred to as monocots, (Lilianae sensu Chase & Reveal) are grass and grass-like flowering plants (angiosperms), the seeds of which typically contain only one embryonic leaf, or cotyledon."
monocracy,m,y,9,False,a form of government in which the ruler is an absolute dictator (not restricted by a constitution or laws or opposition etc.),"Monocracy is a form of government and political system based on the personal rule of an individual without a specific origin, legitimacy, or rules for exercising and transferring power."
monoculture,m,e,11,False,the cultivation of a single crop (on a farm or area or country),"In agriculture, monoculture is the practice of growing one crop species in a field at a time."
monocycle,m,e,9,False,a vehicle with a single wheel that is driven by pedals,
monocyte,m,e,8,False,a type of granular leukocyte that functions in the ingestion of bacteria,Monocytes are a type of leukocyte or white blood cell.
monocytosis,m,s,11,False,increase in the number of monocytes in the blood; symptom of monocytic leukemia,Monocytosis is an increase in the number of monocytes circulating in the blood.
monody,m,y,6,False,music consisting of a single vocal part (usually with accompaniment),"In music, monody refers to a solo vocal style distinguished by having a single melodic line and instrumental accompaniment."
monogamist,m,t,10,False,someone who practices monogamy (one spouse at a time),
monogamousness,m,s,14,False,having only one spouse at a time,
monogamy,m,y,8,False,having only one spouse at a time,Monogamy ( mə-NOG-ə-mee) is a relationship of two individuals in which they form an exclusive intimate partnership.
monogenesis,m,s,11,False,asexual reproduction by the production and release of spores,
monogram,m,m,8,False,a graphic symbol consisting of 2 or more letters combined (usually your initials); printed on stationery or embroidered on clothing,A monogram is a motif made by overlapping or combining two or more letters or other graphemes to form one symbol.
monograph,m,h,9,False,a detailed and documented treatise on a particular subject,"A monograph is a specialist written work (in contrast to reference works) or exhibition on one subject or one aspect of a usually scholarly subject, often by a single author or artist."
monogynist,m,t,10,False,someone who practices monogamy (one spouse at a time),
monogyny,m,y,8,False,having only one wife at a time,Monogyny is a specialised mating system in which a male can only mate with one female throughout his lifetime but the female may mate with more than one male.
monohybrid,m,d,10,False,a hybrid produced by crossing parents that are homozygous except for a single gene locus that has two alleles (as in Mendel's experiments with garden peas),
monohydrate,m,e,11,False,a hydrate that contains one molecule of water per molecule of the compound,
monolatry,m,y,9,False,the worship of a single god but without claiming that it is the only god,"Monolatry (Ancient Greek: μόνος, romanized: monos, lit. 'single', and λατρεία, latreia, 'worship') is the belief in the existence of many gods, but with the consistent worship of only one deity."
monolingual,m,l,11,False,a person who knows only one language,
monolith,m,h,8,False,a single great stone (often in the form of a column or obelisk),"A monolith is a geological feature consisting of a single massive stone or rock, such as some mountains."
monologist,m,t,10,False,an entertainer who performs alone,"A monologist (), or interchangeably monologuist (), is a solo artist who recites or gives dramatic readings from a monologue, soliloquy, poetry, or work of literature, for the entertainment of an audience."
monologue,m,e,9,False,speech you make to yourself,"In theatre, a monologue (from Greek: μονόλογος, from μόνος mónos, ""alone, solitary"" and λόγος lógos, ""speech"") is a speech presented by a single character, most often to express their thoughts aloud, though sometimes also to directly address another character or the audience."
monomania,m,a,9,False,a mania restricted to one thing or idea,"In 19th-century psychiatry, monomania (from Greek monos, ""one"", and mania, meaning ""madness"" or ""frenzy"") was a form of partial insanity conceived as single psychological obsession in an otherwise sound mind.: 155 : 26 


== Types ==
Monomania may refer to:

Erotomania (also known as De Clerambault's syndrome): Delusion that a particular man or woman is in love with the patient."
monomaniac,m,c,10,False,a person suffering from monomania,
monomer,m,r,7,False,a simple compound whose molecules can join together to form polymers,"In chemistry, a monomer ( MON-ə-mər; mono-, ""one"" + -mer, ""part"") is a molecule that can react together with other monomer molecules to form a larger polymer chain or three-dimensional network in a process called polymerization."
mononeuropathy,m,y,14,False,any neuropathy of a single nerve trunk,
mononucleosis,m,s,13,False,an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream; not highly contagious; some believe it can be transmitted by kissing,
monophony,m,y,9,False,music consisting of a single vocal part (usually with accompaniment),"In music, monophony is the simplest of musical textures, consisting of a melody (or ""tune""), typically sung by a single singer or played by a single instrument player (e.g., a flute player) without accompanying harmony or chords."
monoplane,m,e,9,False,an airplane with a single wing,"A monoplane is a fixed-wing aircraft configuration with a single mainplane, in contrast to a biplane or other types of multiplanes, which have multiple planes."
monoplegia,m,a,10,False,paralysis of a single limb,"Monoplegia is paralysis of a single limb, usually an arm."
